Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
scan_edicbd_mg_d18,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d18,,,number,,,,,,,,,,
ncan_edithc_mg_d18,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d18,,,number,,,,,,,,,,
ncan_edicbd_mg_d18,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d18,,,number,,,,,,,,,,
ncan_dab_hits_d18,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d18,,,number,,,,,,,,,,
ncan_dabthc_perc_d18,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d18,,,number,,,,,,,,,,
ncan_dabcbd_perc_d18,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d18,,,number,,,,,,,,,,
ncan_patch_noyes_d18,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d18,,,number,,,,,,,,,,
ncan_other_names_d18,cannabis,,text,Names of other cannabis used - d18,,,,,,,,,,,,,
scan_flw_g_d19,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d019,,,number,,,,,,,,,,
ncan_flw_g_d19,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d19,,,number,,,,,,,,,,
ncan_flwthc_perc_d19,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d19,,,number,,,,,,,,,,
ncan_flwcbd_perc_d19,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d19,,,number,,,,,,,,,,
scan_edithc_mg_d19,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d19,,,number,,,,,,,,,,
scan_edicbd_mg_d19,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d19,,,number,,,,,,,,,,
ncan_edithc_mg_d19,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d19,,,number,,,,,,,,,,
ncan_edicbd_mg_d19,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d19,,,number,,,,,,,,,,
ncan_dab_hits_d19,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d19,,,number,,,,,,,,,,
ncan_dabthc_perc_d19,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d19,,,number,,,,,,,,,,
ncan_dabcbd_perc_d19,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d19,,,number,,,,,,,,,,
ncan_patch_noyes_d19,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d19,,,number,,,,,,,,,,
ncan_other_names_d19,cannabis,,text,Names of other cannabis used - d19,,,,,,,,,,,,,
scan_flw_g_d20,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d020,,,number,,,,,,,,,,
ncan_flw_g_d20,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d20,,,number,,,,,,,,,,
ncan_flwthc_perc_d20,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d20,,,number,,,,,,,,,,
ncan_flwcbd_perc_d20,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d20,,,number,,,,,,,,,,
scan_edithc_mg_d20,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d20,,,number,,,,,,,,,,
scan_edicbd_mg_d20,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d20,,,number,,,,,,,,,,
ncan_edithc_mg_d20,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d20,,,number,,,,,,,,,,
ncan_edicbd_mg_d20,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d20,,,number,,,,,,,,,,
ncan_dab_hits_d20,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d20,,,number,,,,,,,,,,
ncan_dabthc_perc_d20,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d20,,,number,,,,,,,,,,
ncan_dabcbd_perc_d20,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d20,,,number,,,,,,,,,,
ncan_patch_noyes_d20,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d20,,,number,,,,,,,,,,
ncan_other_names_d20,cannabis,,text,Names of other cannabis used - d20,,,,,,,,,,,,,
scan_flw_g_d21,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d021,,,number,,,,,,,,,,
ncan_flw_g_d21,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d21,,,number,,,,,,,,,,
ncan_flwthc_perc_d21,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d21,,,number,,,,,,,,,,
ncan_flwcbd_perc_d21,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d21,,,number,,,,,,,,,,
scan_edithc_mg_d21,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d21,,,number,,,,,,,,,,
scan_edicbd_mg_d21,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d21,,,number,,,,,,,,,,
ncan_edithc_mg_d21,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d21,,,number,,,,,,,,,,
ncan_edicbd_mg_d21,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d21,,,number,,,,,,,,,,
ncan_dab_hits_d21,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d21,,,number,,,,,,,,,,
ncan_dabthc_perc_d21,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d21,,,number,,,,,,,,,,
ncan_dabcbd_perc_d21,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d21,,,number,,,,,,,,,,
ncan_patch_noyes_d21,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d21,,,number,,,,,,,,,,
ncan_other_names_d21,cannabis,,text,Names of other cannabis used - d21,,,,,,,,,,,,,
scan_flw_g_d22,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d022,,,number,,,,,,,,,,
ncan_flw_g_d22,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d22,,,number,,,,,,,,,,
ncan_flwthc_perc_d22,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d22,,,number,,,,,,,,,,
ncan_flwcbd_perc_d22,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d22,,,number,,,,,,,,,,
scan_edithc_mg_d22,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d22,,,number,,,,,,,,,,
scan_edicbd_mg_d22,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d22,,,number,,,,,,,,,,
ncan_edithc_mg_d22,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d22,,,number,,,,,,,,,,
ncan_edicbd_mg_d22,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d22,,,number,,,,,,,,,,
ncan_dab_hits_d22,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d22,,,number,,,,,,,,,,
ncan_dabthc_perc_d22,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d22,,,number,,,,,,,,,,
ncan_dabcbd_perc_d22,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d22,,,number,,,,,,,,,,
ncan_patch_noyes_d22,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d22,,,number,,,,,,,,,,
ncan_other_names_d22,cannabis,,text,Names of other cannabis used - d22,,,,,,,,,,,,,
scan_flw_g_d23,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d023,,,number,,,,,,,,,,
ncan_flw_g_d23,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d23,,,number,,,,,,,,,,
ncan_flwthc_perc_d23,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d23,,,number,,,,,,,,,,
ncan_flwcbd_perc_d23,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d23,,,number,,,,,,,,,,
scan_edithc_mg_d23,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d23,,,number,,,,,,,,,,
scan_edicbd_mg_d23,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d23,,,number,,,,,,,,,,
ncan_edithc_mg_d23,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d23,,,number,,,,,,,,,,
ncan_edicbd_mg_d23,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d23,,,number,,,,,,,,,,
ncan_dab_hits_d23,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d23,,,number,,,,,,,,,,
ncan_dabthc_perc_d23,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d23,,,number,,,,,,,,,,
ncan_dabcbd_perc_d23,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d23,,,number,,,,,,,,,,
ncan_patch_noyes_d23,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d23,,,number,,,,,,,,,,
ncan_other_names_d23,cannabis,,text,Names of other cannabis used - d23,,,,,,,,,,,,,
scan_flw_g_d24,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d024,,,number,,,,,,,,,,
ncan_flw_g_d24,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d24,,,number,,,,,,,,,,
ncan_flwthc_perc_d24,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d24,,,number,,,,,,,,,,
ncan_flwcbd_perc_d24,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d24,,,number,,,,,,,,,,
scan_edithc_mg_d24,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d24,,,number,,,,,,,,,,
scan_edicbd_mg_d24,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d24,,,number,,,,,,,,,,
ncan_edithc_mg_d24,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d24,,,number,,,,,,,,,,
ncan_edicbd_mg_d24,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d24,,,number,,,,,,,,,,
ncan_dab_hits_d24,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d24,,,number,,,,,,,,,,
ncan_dabthc_perc_d24,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d24,,,number,,,,,,,,,,
ncan_dabcbd_perc_d24,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d24,,,number,,,,,,,,,,
ncan_patch_noyes_d24,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d24,,,number,,,,,,,,,,
ncan_other_names_d24,cannabis,,text,Names of other cannabis used - d24,,,,,,,,,,,,,
scan_flw_g_d25,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d025,,,number,,,,,,,,,,
ncan_flw_g_d25,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d25,,,number,,,,,,,,,,
ncan_flwthc_perc_d25,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d25,,,number,,,,,,,,,,
ncan_flwcbd_perc_d25,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d25,,,number,,,,,,,,,,
scan_edithc_mg_d25,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d25,,,number,,,,,,,,,,
scan_edicbd_mg_d25,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d25,,,number,,,,,,,,,,
ncan_edithc_mg_d25,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d25,,,number,,,,,,,,,,
ncan_edicbd_mg_d25,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d25,,,number,,,,,,,,,,
ncan_dab_hits_d25,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d25,,,number,,,,,,,,,,
ncan_dabthc_perc_d25,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d25,,,number,,,,,,,,,,
ncan_dabcbd_perc_d25,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d25,,,number,,,,,,,,,,
ncan_patch_noyes_d25,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d25,,,number,,,,,,,,,,
ncan_other_names_d25,cannabis,,text,Names of other cannabis used - d25,,,,,,,,,,,,,
scan_flw_g_d26,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d026,,,number,,,,,,,,,,
ncan_flw_g_d26,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d26,,,number,,,,,,,,,,
ncan_flwthc_perc_d26,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d26,,,number,,,,,,,,,,
ncan_flwcbd_perc_d26,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d26,,,number,,,,,,,,,,
scan_edithc_mg_d26,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d26,,,number,,,,,,,,,,
scan_edicbd_mg_d26,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d26,,,number,,,,,,,,,,
ncan_edithc_mg_d26,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d26,,,number,,,,,,,,,,
ncan_edicbd_mg_d26,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d26,,,number,,,,,,,,,,
ncan_dab_hits_d26,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d26,,,number,,,,,,,,,,
ncan_dabthc_perc_d26,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d26,,,number,,,,,,,,,,
ncan_dabcbd_perc_d26,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d26,,,number,,,,,,,,,,
ncan_patch_noyes_d26,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d26,,,number,,,,,,,,,,
ncan_other_names_d26,cannabis,,text,Names of other cannabis used - d26,,,,,,,,,,,,,
scan_flw_g_d27,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d027,,,number,,,,,,,,,,
ncan_flw_g_d27,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d27,,,number,,,,,,,,,,
ncan_flwthc_perc_d27,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d27,,,number,,,,,,,,,,
ncan_flwcbd_perc_d27,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d27,,,number,,,,,,,,,,
scan_edithc_mg_d27,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d27,,,number,,,,,,,,,,
scan_edicbd_mg_d27,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d27,,,number,,,,,,,,,,
ncan_edithc_mg_d27,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d27,,,number,,,,,,,,,,
ncan_edicbd_mg_d27,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d27,,,number,,,,,,,,,,
ncan_dab_hits_d27,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d27,,,number,,,,,,,,,,
ncan_dabthc_perc_d27,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d27,,,number,,,,,,,,,,
ncan_dabcbd_perc_d27,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d27,,,number,,,,,,,,,,
ncan_patch_noyes_d27,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d27,,,number,,,,,,,,,,
ncan_other_names_d27,cannabis,,text,Names of other cannabis used - d27,,,,,,,,,,,,,
scan_flw_g_d28,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d028,,,number,,,,,,,,,,
ncan_flw_g_d28,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d28,,,number,,,,,,,,,,
ncan_flwthc_perc_d28,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d28,,,number,,,,,,,,,,
ncan_flwcbd_perc_d28,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d28,,,number,,,,,,,,,,
scan_edithc_mg_d28,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d28,,,number,,,,,,,,,,
scan_edicbd_mg_d28,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d28,,,number,,,,,,,,,,
ncan_edithc_mg_d28,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d28,,,number,,,,,,,,,,
ncan_edicbd_mg_d28,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d28,,,number,,,,,,,,,,
ncan_dab_hits_d28,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d28,,,number,,,,,,,,,,
ncan_dabthc_perc_d28,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d28,,,number,,,,,,,,,,
ncan_dabcbd_perc_d28,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d28,,,number,,,,,,,,,,
ncan_patch_noyes_d28,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d28,,,number,,,,,,,,,,
ncan_other_names_d28,cannabis,,text,Names of other cannabis used - d28,,,,,,,,,,,,,
scan_flw_g_d29,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d029,,,number,,,,,,,,,,
ncan_flw_g_d29,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d29,,,number,,,,,,,,,,
ncan_flwthc_perc_d29,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d29,,,number,,,,,,,,,,
ncan_flwcbd_perc_d29,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d29,,,number,,,,,,,,,,
scan_edithc_mg_d29,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d29,,,number,,,,,,,,,,
scan_edicbd_mg_d29,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d29,,,number,,,,,,,,,,
ncan_edithc_mg_d29,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d29,,,number,,,,,,,,,,
ncan_edicbd_mg_d29,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d29,,,number,,,,,,,,,,
ncan_dab_hits_d29,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d29,,,number,,,,,,,,,,
ncan_dabthc_perc_d29,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d29,,,number,,,,,,,,,,
ncan_dabcbd_perc_d29,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d29,,,number,,,,,,,,,,
ncan_patch_noyes_d29,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d29,,,number,,,,,,,,,,
ncan_other_names_d29,cannabis,,text,Names of other cannabis used - d29,,,,,,,,,,,,,
scan_flw_g_d30,cannabis,,text,Grams of study cannabis flower used (1 unit = 1 gram)  -  d030,,,number,,,,,,,,,,
ncan_flw_g_d30,cannabis,,text,Grams of non-study cannabis flower used (1 unit = 1 gram) - d30,,,number,,,,,,,,,,
ncan_flwthc_perc_d30,cannabis,,text,Potency of non-study cannabis flower (THC) used (0-35%) - d30,,,number,,,,,,,,,,
ncan_flwcbd_perc_d30,cannabis,,text,Potency of non-study cannabis flower (CBD) used (0-35%) - d30,,,number,,,,,,,,,,
scan_edithc_mg_d30,cannabis,,text,Milligrams of study cannabis edibles (THC) used (1 unit = 1 mg) - d30,,,number,,,,,,,,,,
scan_edicbd_mg_d30,cannabis,,text,Milligrams of study cannabis edibles (CBD) used (1 unit = 1 mg) - d30,,,number,,,,,,,,,,
ncan_edithc_mg_d30,cannabis,,text,Milligrams of non-study cannabis edibles (THC) used (1 unit = 1 mg) - d30,,,number,,,,,,,,,,
ncan_edicbd_mg_d30,cannabis,,text,Milligrams of non-study cannabis edibles (CBD) used (1 unit = 1 mg) - d30,,,number,,,,,,,,,,
ncan_dab_hits_d30,cannabis,,text,Hits of non-study cannabis concentrates used (1 unit = 1 dab/drag/hit) - d30,,,number,,,,,,,,,,
ncan_dabthc_perc_d30,cannabis,,text,Potency of non-study concentrate (THC) used (0-100%) - d30,,,number,,,,,,,,,,
ncan_dabcbd_perc_d30,cannabis,,text,Potency of non-study concentrate (CBD) used (0-100%) - d30,,,number,,,,,,,,,,
ncan_patch_noyes_d30,cannabis,,text,Cannabis patch used (No-0/Yes-1) - d30,,,number,,,,,,,,,,
ncan_other_names_d30,cannabis,,text,Names of other cannabis used - d30,,,,,,,,,,,,,
pid_rx,prescription_medication,,text,PID is the five digit pin + entry date + entry time,,,,,,,,,,,,,
five_digit_rx,prescription_medication,,text,Participant 5 digit pin,,,,,,,,,,,,,
cohort_rx,prescription_medication,,text,Cohort,,,,,,,,,,,,,
rx_all_names_d01,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d01,,,,,,,,,,,,,
rx_opd_pills_d01,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d01,,,,,,,,,,,,,
rx_opd_mgpp_d01,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d01,,,,,,,,,,,,,
rx_sleep_pills_d01,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d01,,,,,,,,,,,,,
rx_sleep_mgpp_d01,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d01,,,,,,,,,,,,,
rx_mrelax_pills_d01,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d01,,,,,,,,,,,,,
rx_mrelax_mgpp_d01,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d01,,,,,,,,,,,,,
rx_nsaid_pills_d01,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d01,,,,,,,,,,,,,
rx_nsaid_mgpp_d01,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d01,,,,,,,,,,,,,
rx_nerv_pills_d01,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d01,,,,,,,,,,,,,
rx_nerv_mgpp_d01,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d01,,,,,,,,,,,,,
rx_adhd_pills_d01,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d01,,,,,,,,,,,,,
rx_adhd_mgpp_d01,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d01,,,,,,,,,,,,,
rx_other_names_d01,prescription_medication,,text,Names of other medicines used - d01,,,,,,,,,,,,,
rx_other_pills_d01,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d01,,,,,,,,,,,,,
rx_other_mgpp_d01,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d01,,,,,,,,,,,,,
rx_all_names_d02,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d02,,,,,,,,,,,,,
rx_opd_pills_d02,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d02,,,,,,,,,,,,,
rx_opd_mgpp_d02,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d02,,,,,,,,,,,,,
rx_sleep_pills_d02,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d02,,,,,,,,,,,,,
rx_sleep_mgpp_d02,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d02,,,,,,,,,,,,,
rx_mrelax_pills_d02,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d02,,,,,,,,,,,,,
rx_mrelax_mgpp_d02,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d02,,,,,,,,,,,,,
rx_nsaid_pills_d02,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d02,,,,,,,,,,,,,
rx_nsaid_mgpp_d02,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d02,,,,,,,,,,,,,
rx_nerv_pills_d02,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d02,,,,,,,,,,,,,
rx_nerv_mgpp_d02,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d02,,,,,,,,,,,,,
rx_adhd_pills_d02,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d02,,,,,,,,,,,,,
rx_adhd_mgpp_d02,prescription_medication,,text,Milligrams per pill of ADHD meds used (1 unit = 1 mg) - d02,,,,,,,,,,,,,
rx_other_names_d02,prescription_medication,,text,Names of other medicines used - d02,,,,,,,,,,,,,
rx_other_pills_d02,prescription_medication,,text,Pills of other rx drugs taken (1 unit = 1 pill) - d02,,,,,,,,,,,,,
rx_other_mgpp_d02,prescription_medication,,text,Milligrams per pill of other rx drugs used (1 unit = 1 mg) - d02,,,,,,,,,,,,,
rx_all_names_d03,prescription_medication,,text,List of names of all of the Rx drugs checked by patient - d03,,,,,,,,,,,,,
rx_opd_pills_d03,prescription_medication,,text,Pills of opioids used (1 unit = 1 pill) - d03,,,,,,,,,,,,,
rx_opd_mgpp_d03,prescription_medication,,text,Milligrams per pill of opioids used (1 unit = 1 mg) - d03,,,,,,,,,,,,,
rx_sleep_pills_d03,prescription_medication,,text,Pills of sleep medication used (1 unit  = 1 pill) - d03,,,,,,,,,,,,,
rx_sleep_mgpp_d03,prescription_medication,,text,Milligrams per pill of sleep medication used (1 unit  = 1 mg) - d03,,,,,,,,,,,,,
rx_mrelax_pills_d03,prescription_medication,,text,Pills of muscle relaxers used (1 unit = 1 pill) - d03,,,,,,,,,,,,,
rx_mrelax_mgpp_d03,prescription_medication,,text,Milligrams per pill of muscle relaxers used (1 unit = 1 mg) - d03,,,,,,,,,,,,,
rx_nsaid_pills_d03,prescription_medication,,text,Pills of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 pill) - d03,,,,,,,,,,,,,
rx_nsaid_mgpp_d03,prescription_medication,,text,Milligrams per pill of non steroidal anti-inflammatories (NSAIDs) taken (1 unit = 1 mg) - d03,,,,,,,,,,,,,
rx_nerv_pills_d03,prescription_medication,,text,Pills of nerve pain drugs taken (1 unit = 1 pill) - d03,,,,,,,,,,,,,
rx_nerv_mgpp_d03,prescription_medication,,text,Milligrams per pill of nerve pain drugs taken (1 unit = 1 mg) - d03,,,,,,,,,,,,,
rx_adhd_pills_d03,prescription_medication,,text,Pills of ADHD meds used (1 unit = 1 pill) - d03,,,,,,,,,,,,,
